text,label,lang,scam_type,source
"PEMENANG LUCKY STORE LAZADA
<NAMED_ENTITY> terpilih <NAMED_ENTITY> akan menerima <NAMED_ENTITY>
Untuk Mengesahkan Trinx
<LOCATION> saya mempunyai nombor anda, <NAMED_ENTITY> dapat <NAMED_ENTITY> digit untuk <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
"Dear Customer
Your PATYM KYC Has been expired Today Please call Customer care no <PHONE_NUMBER> immediately Your PATYM Account blocked within <URL>ank YOU",1,mixed,imc25,imc25_smishing
May b approve panalam...but it should have more posts..,0,en,sms_spam,uci_sms_spam
"Avoid €55/£55 fees, don't forget to check-in online for your flight ref M4F7XN. You can check-in online or use our APP. Here's how <URL>",1,mixed,imc25,imc25_smishing
"Sorry for the coverage down time on <DATE_TIME>, <NAMED_ENTITY>! Here's a little reimbursement: <URL>",1,mixed,imc25,imc25_smishing
Great. Have a safe trip. Dont panic surrender all.,0,en,sms_spam,uci_sms_spam
"119 957 is your Instagram code
Tap to get back into your Instagram account: <URL>",1,mixed,imc25,imc25_smishing
"Thank you for submitting form on NVSP. Your form reference id is BTL547722194, ECI.",1,mixed,imc25,imc25_smishing
Dear Customer Your SBI YONO Account has been Suspended <DATE_TIME> please Update Your PAN Card Immediately Via Given link,1,mixed,imc25,imc25_smishing
Dear Customer Your SBI YONO account has been suspended <DATE_TIME> please update your PAN Card Immediately given link,1,mixed,imc25,imc25_smishing
Hallo Mama Nummer gewechselt dies ist <NAMED_ENTITY> WhatsApp <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
Aviso Banco (BBVA): UN DISPOSITIVO NO AUTORIZADO se ha conectado a su cuenta online. Si no reconoce este acceso verifique inmediatamente:,1,mixed,imc25,imc25_smishing
"Dear S****859H, your ART result is NEGATIVE for the test performed on <DATE_TIME> (Sat) <DATE_TIME>.
Result Link: (<URL>)",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> Partisi <NAMED_ENTITY> hayalini gerceklestiriyor. Sistem Degisecek Hersey Degisecek  Genel Baskan Remzi CAYIR,1,mixed,imc25,imc25_smishing
"ATTENZIONE AL FINTO SMS DA POSTE ITALIANE : ""<NAMED_ENTITY>, <LOCATION> invitiamo a verificare i dati""",1,mixed,imc25,imc25_smishing
"Navy Federal CU: You have successfully signed on from IP <IP_ADDRESS> (<LOCATION>, <LOCATION>). If this wasn’t you, visit <URL>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> for joining is passed in our company . Can get 3,000/ Day.",1,mixed,imc25,imc25_smishing
Dear Customer Your SIM Card Documents Has Been (Pending) <DATE_TIME> Your SIM Card Service Will Be (Disconnected) Within <DATE_TIME> Please Call Customer Support <PHONE_NUMBER> For More Information (<URL>),1,mixed,imc25,imc25_smishing
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",0,en,sms_spam,uci_sms_spam
[PostNL] Uw pakket heeft ons PostNL sorteercentrum <LOCATION>. <NAMED_ENTITY> de status van uw pakket via: <URL>,1,mixed,imc25,imc25_smishing
We empathized with you  for any inconvenience this may have caused. Kindly assist with the first eight and last four digit on the debit card used for this transaction in this format - <US_BANK_NUMBER>-7890. Thank you.,1,mixed,imc25,imc25_smishing
MSEDC Mahavitartan Bill Due! Your bill of Rs.390 is due soon. Pay instantly with <NAMED_ENTITY> <URL> .Please ignore if already paid.,1,mixed,imc25,imc25_smishing
Lol its ok I didn't remember til last nite,0,en,sms_spam,uci_sms_spam
10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS. 10000 NAIRA BOLA <NAMED_ENTITY> CAMPAIGN FUNDS. ! Are you voting Claim your 10000 Naira Bola <NAMED_ENTITY> Presidential Campaign Funds APPLY NOW,1,mixed,imc25,imc25_smishing
"SSU I, Housing resources can help shelter your family! See if you qualify: <URL>",1,mixed,imc25,imc25_smishing
Neue Nachricht von einem Telekommunikationsdienstleister:,1,mixed,imc25,imc25_smishing
URGENT: Your JazzCash account will be blocked. Send OTP to 03001234567 now.,1,en,otp_harvest,repo_seed
<LOCATION> karta platnicza Visa została zablokowana ze <NAMED_ENTITY>. <NAMED_ENTITY> kontakt z mBankiem: <PHONE_NUMBER>,1,mixed,imc25,imc25_smishing
A causa d'una activitat inusual al vostre compte s'ha desactivat Inicieu sessio aquí per desbloquejar: <URL>,1,mixed,imc25,imc25_smishing
eFlow: 3.20 EUR for your travel and expenses due to 2023. Please pay immediately to avoid any charges.,1,mixed,imc25,imc25_smishing
"BBVA Estimado cliente, Le informamos de que hay un mensaje importante para ti, y te invitamos a acceder en su linea mibbva en la web: <URL>",1,mixed,imc25,imc25_smishing
Fuck cedar key and fuck her (come over anyway tho),0,en,sms_spam,uci_sms_spam
"Dit is een automatisch SMS-bericht vanuit MijnOverheid namens uw bank.

Uw betaalpas is <NAMED_ENTITY> vervallen.

U kunt direct uw nieuwe betaalpas aanvragen via de DigiD-omgeving:",1,mixed,imc25,imc25_smishing
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,en,sms_spam,uci_sms_spam
Dear customer your Mahindra kotak account has been Expire Please updated Your Account <DATE_TIME> immediately to contact costomer ph <DATE_TIME>,1,mixed,imc25,imc25_smishing
Enjoy the All New Domino's Pizza. Your order no is 143. Click <URL> for your invoice,1,mixed,imc25,imc25_smishing
PayTymebank. +<US_DRIVER_LICENSE> has been paid to your account.TAP <URL> to ACCEPT payment. Ref No: <US_BANK_NUMBER>. <DATE_TIME>.T's&C's Apply FSD49102,1,mixed,imc25,imc25_smishing
Dear SBI USER your SBI YONO Account will be blocked <DATE_TIME>. Please click here link and update your PAN CARD Number. <URL> Thank you SBI TEAM,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> ご連絡下さい。 カスタマーサポート <PHONE_NUMBER>,1,mixed,imc25,imc25_smishing
What happen to her tell the truth,0,en,sms_spam,uci_sms_spam
Dear Customer\n\nWe write with your e-mail addressed to ICICI Bank with regard to your Savings Account XXXXXXXXXX4293.\n\nWe understand from your complaint that you are disputing the below mentioned transaction debited from your aforementioned account on <DATE_TIME> 2023.\n\<US_DRIVER_LICENSE>/<DATE_TIME> UPI/<US_BANK_NUMBER>/UPI Pay/yap135033@equit/ DEBIT 58000.00\<US_DRIVER_LICENSE>/<DATE_TIME> UPI/<US_BANK_NUMBER>/UPI Pay/yap135033@equit/ DEBIT 21000.00\<US_DRIVER_LICENSE>/<DATE_TIME> UPI/<US_BANK_NUMBER>/UPI Pay/yap135033@equit/ DEBIT 5000.00\n\nWe have verified with our records and submit that the said transaction was done using Unified Payment Interface (UPI). A UPI-PIN (UPI Personal Identification Number) is a 4–6-digit pass code which a customer creates/set(s) during first time registration. To complete every transaction UPI PIN is required. Further you have also authorized previous UPI transactions using UPI PIN.\n\nIn your case shadow credit was processed on <DATE_TIME> and shadow credit has been reserved from your aforementioned account on <DATE_TIME>,1,mixed,imc25,imc25_smishing
"HALIFAX: A new device SAMSUNG GALAXY <US_DRIVER_LICENSE> was successfully registered for Mobile Banking on <DATE_TIME>. If this was NOT you, please de-register this device via: <URL>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>, cher Client,
Comme nous n'avons pas pu lire les détails de l'expéditeur sur l'étiquette d'expédition,
ous devrons vous facturer la manutention <NAMED_ENTITY>, que nous ne pouvons pas faire régler par un expéditeur inconnu.
Les frais d'assurance et de transport ont déjà été payés. Il ne reste que 1.12 EUR à nous régler pour les frais restants,
du stockage à la livraison finale.
Veuillez entrer votre code postal pour continuer et confirmer votre adresse de livraison:",1,mixed,imc25,imc25_smishing
"A driver needs help delivering your Amazon order. Reply STOP to stop receiving texts for Amazon deliveries.

Sorry, but I can't find your place. Can you help me with any tips or specific directions?",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>. Para <NAMED_ENTITY> segura aqui:,1,mixed,imc25,imc25_smishing
"<US_DRIVER_LICENSE> Envie su DNI, para RENOVAR su CELULAR",1,mixed,imc25,imc25_smishing
Royalmail: Your package has arrived at the warehouse but cannot be delivered due to incomplete address details. Please open the link to view: <URL>op <NAMED_ENTITY> wishes you a great day!,1,mixed,imc25,imc25_smishing
"[CORREOS]:Estimado cliente,
Su paquete esta listo para la entrega confirme
el pago de aduanas de(1,79 €)
en el siguiente enlace:",1,mixed,imc25,imc25_smishing
Dear SBI user your SBI YONO Account has been blocked please never share your PAN CARD click here to login your PAN number: <URL>,1,mixed,imc25,imc25_smishing
<URL> hotline: <US_BANK_NUMBER>  <URL> hotline: <US_BANK_NUMBER>  <URL> hotline: <US_BANK_NUMBER>,1,mixed,imc25,imc25_smishing
Are you ready to win? Here is the free casino bonus you need! Take your bonus now and win at <URL>,1,mixed,imc25,imc25_smishing
Dear Customer Your Account number XXXX38103 is Credited for Rs.20000 Register <URL> NEFT The clear balance is INR 27.895 rs. - HDFSY,1,mixed,imc25,imc25_smishing
i cant talk to you now.i will call when i can.dont keep calling.,0,en,sms_spam,uci_sms_spam
"[Belastingdienst] Uw openstaande schuld van EUR €471,00 met <NAMED_ENTITY>: <NAMED_ENTITY> is na meerdere <NAMED_ENTITY>. Op 12 April zal de gerechtsdeurwaarder <NAMED_ENTITY>. U kunt de beslagprocedure voorkomen door direct het gehele bedrag te voldoen via iDeal: <URL>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> a été envoyé.
Veuillez le vérifier et le recevoir.",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> per prenotazione alla campagna di vaccinazione CoViD19: <US_DRIVER_LICENSE>
<NAMED_ENTITY> per prenotazione alla campagna di vaccinazione CoViD19: <US_DRIVER_LICENSE>",1,mixed,imc25,imc25_smishing
"Congratulation you are the winner of PAYTMMALL .ANNUAL FUNCTION offer online shopping company won the prize( MAHINDRAXUV500) which cost is Rs : 14,<URL>e charge of you Registration service charge <URL>is is valid <DATE_TIME> know more for details contact at24X7 Help Line No: - <PHONE_NUMBER>",1,mixed,imc25,imc25_smishing
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0,en,sms_spam,uci_sms_spam
"PostePay: <NAMED_ENTITY>, altrimenti il tuo account <NAMED_ENTITY>. Per verificare: <URL>\<EMAIL_ADDRESS>",1,mixed,imc25,imc25_smishing
"ALERTAS BBVA BANCOMER: Su tarjeta <LOCATION> BANCOMER ha <NAMED_ENTITY> por seguridad, ingresa en el siguiente enlace para activarla.",1,mixed,imc25,imc25_smishing
Dear User Your SBI YONO ACCOUNT Will Be Blocked <DATE_TIME> Update Your PAN Card please Click on link <URL>,1,mixed,imc25,imc25_smishing
"DHL: Su paquete esta llegando, rastrealo <LOCATION>",1,mixed,imc25,imc25_smishing
Rabobank Alert: <NAMED_ENTITY> is verouderd en komt 9 <NAMED_ENTITY> vervallen. Voorkom blokkade en vraag gratis uw nieuwe pas aan:,1,mixed,imc25,imc25_smishing
"CommBank Warning - After a detailed review of your account, a decision has been made to stop all services provided. Please complete the form following <URL> to pass a mandatory validation and avert account suspension.",1,mixed,imc25,imc25_smishing
Dear SBI user your SBI YONO Account has been blocked please login to your PAN CARD click here to login your PAN number: <URL>,1,mixed,imc25,imc25_smishing
NSANDI: You have won the <DATE_TIME> bonus prize draw. Claim your winnings at <URL> Congratulations!,1,mixed,imc25,imc25_smishing
"Assurance Maladie : Expiration de votre carte vitale, à mettre à jour impérativement. <NAMED_ENTITY> : <URL>",1,mixed,imc25,imc25_smishing
"BDO Advisory:
Your Account has been
Blocked!
We need to verify your account
to continue our services.
Click Here to Verify :",1,mixed,imc25,imc25_smishing
Dear SIM user your documents verification is pending please call our customer service at <DATE_TIME> your service will be blocked within <DATE_TIME> thank you,1,mixed,imc25,imc25_smishing
"Le informamos que su cuenta ha <NAMED_ENTITY> temporalmente por actividades sospechosas, para evitar el bloqueo verifique sus datos en el siguiente enlace :",1,mixed,imc25,imc25_smishing
Trust Wallet: Your wallet is on hold due to security reason. Please confirm your identity to avoid loss of assets:,1,mixed,imc25,imc25_smishing
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0,en,sms_spam,uci_sms_spam
"Huawei ID will be transferred to Aspiegel Limited, a Huawei company in <LOCATION>. link to website <URL>",1,mixed,imc25,imc25_smishing
Jz45_ Time to submit INCOME TAX <DATE_TIME>. <DATE_TIME> didn't PAY tax. We can do account for you. call <US_BANK_NUMBER> or click <URL> for detail,1,mixed,imc25,imc25_smishing
Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,0,en,sms_spam,uci_sms_spam
4 oclock at mine. Just to bash out a flat plan.,0,en,sms_spam,uci_sms_spam
"CIBC:ALERT As a precaution, we have disabled your online access. Please visit <URL> to regain access to your account(s).",1,mixed,imc25,imc25_smishing
"Haha, my friend tyler literally just asked if you could get him a dubsack",0,en,sms_spam,uci_sms_spam
U maakt momenteel nog gebruik van een verouderd betaalproduct. <NAMED_ENTITY> 08-02-21 <NAMED_ENTITY> op: <URL> Voorkom onnodige kosten en/of blokkades.,1,mixed,imc25,imc25_smishing
Learn more about how you use energy <DATE_TIME> with United Energy's free electricity portal - Energy Easy,1,mixed,imc25,imc25_smishing
Nationale-Nederlanden: <NAMED_ENTITY> polise [REDACTED] to [REDACTED] zl. Na polisie jest kwota zl <NAMED_ENTITY> wystarcza do oplacenia skladki. <NAMED_ENTITY> wplate 36.90 zl. <NAMED_ENTITY> do skorzystania <NRP> platnosci internetowej: <URL> <NAMED_ENTITY>: <URL>,1,mixed,imc25,imc25_smishing
"Kaere kunde,
<NAMED_ENTITY> registrerede id er ved at udlobe.
Bekraeft venligst din identitet.
<URL>",1,mixed,imc25,imc25_smishing
Aap k JazzCash acc se 350 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
Su tarjeta eBBVA Mexico ha <NAMED_ENTITY> click <NAMED_ENTITY> enlace para reactivarla.,1,mixed,imc25,imc25_smishing
"Whatever, juliana. Do whatever you want.",0,en,sms_spam,uci_sms_spam
PNR-<US_BANK_NUMBER> Trn:12011 Dt:<PHONE_NUMBER> Frm NDLS to CDG Cls:CC <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> Chart Prepared For Enquiry/Complaint/Assistanceplease dial 139 <NRP> Railway  PNR-<PHONE_NUMBER> Trn:12452 Dt:14-05-23 <NAMED_ENTITY> to CNB Cls:3E <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> Chart Prepared For Enquiry/Complaint/Assistanceplease dial 139 <LOCATION>,1,mixed,imc25,imc25_smishing
Your order <US_DRIVER_LICENSE> will BE delivered soon. Visit <URL> to manage your delivery.,1,mixed,imc25,imc25_smishing
Ejemplo de SMS estandar con un mail de requesta a <EMAIL_ADDRESS> y un enlace a una web <URL>,1,mixed,imc25,imc25_smishing
"Congratulations for Online shopping Amazon Company L.T.D.Bumper Dhamaka Lucky Draw Contest Happen and you won 1st prize Tata nexon car and market price 5,85,000 winner lucky Coupon No.",1,mixed,imc25,imc25_smishing
"Dear Customer
Your Air'tel S,<LOCATION> Has Been Blocked due to KYC Update Within 24Hrs. Please Contact Customer Care <PHONE_NUMBER> to Continue Your Service. Thank You",1,mixed,imc25,imc25_smishing
eFlow: Your eFlow account will be disabled due to failure to accept the new update. Please follow the link: <URL> to accept. Thank you,1,mixed,imc25,imc25_smishing
"<LOCATION>-Track: Your Reference number ***8963 is available for collection, regarding home postage kindly confirm your details here",1,mixed,imc25,imc25_smishing
(That said can you text him one more time?),0,en,sms_spam,uci_sms_spam
Transférez vos comptes Bourse vers Boursorama Banque en quelques clics seulement et bénéficiez d'une prime : jusqu'à 100€ offerts*. *Détail de l'offre sur <URL> STOP 36180,1,mixed,imc25,imc25_smishing
"Assalamualaikum, <NAMED_ENTITY> Oleh KYAI BROMO Masala Ke Uangan Bisa di Bantu <NAMED_ENTITY> silkan klik;<URL>",1,mixed,imc25,imc25_smishing
Its <NAMED_ENTITY>. I tried to call you but signal bad. I been taken to hospital after having a fall <DATE_TIME>. If possible can you do me a quick favour and text me x,1,mixed,imc25,imc25_smishing
